creature_savage_domestics_giants

Adds in giant variations of all the domestic creatures

[OBJECT:CREATURE]

[CREATURE:SAVDOM_GIANT_DOG]
	[COPY_TAGS_FROM:DOG]

[CREATURE:SAVDOM_GIANT_ALPACA]
	[COPY_TAGS_FROM:ALPACA]
	[APPLY_CREATURE_VARIATION:SAVDOM_DOMESTIC_SETUP]
	[APPLY_CREATURE_VARIATION:GIANT]
	[CV_REMOVE_TAG:CHANGE_BODY_SIZE_PERC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[GO_TO_END]
	[SELECT_CASTE:ALL]
	[CHANGE_BODY_SIZE_PERC:800]
	
	[GO_TO_START]
	[NAME:giant alpaca:giant alpacas:giant alpaca]
	[CASTE_NAME:giant alpaca:giant alpacas:giant alpaca]
	[CREATURE_TILE:'A'][COLOR:7:0:1]
	[GENERAL_CHILD_NAME:baby giant alpaca:baby giant alpacas]
	
	[DESCRIPTION:A huge monster in the form of an alpaca.]
	[POPULATION_NUMBER:15:30]
	[CLUSTER_NUMBER:1:4]
	
	[PET_EXOTIC]
	[PETVALUE:500]
	[MOUNT_EXOTIC]
	
	[GO_TO_END]
	[PREFSTRING:long necks]
	[PREFSTRING:jutting teeth]
	[PREFSTRING:wool]
	[PREFSTRING:resemblance to a miniature llama]
	
	[APPLY_CREATURE_VARIATION:STANDARD_QUADRUPED_GAITS:900:711:521:293:1900:2900] 30 kph
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA

	--APPLY_CREATURE_VARIATION:LEATHER_TOUGH_FFF]

[CREATURE:SAVDOM_GIANT_BIRD_GUINEAFOWL]
	[COPY_TAGS_FROM:BIRD_GUINEAFOWL]
	[APPLY_CREATURE_VARIATION:SAVDOM_DOMESTIC_SETUP]
	[APPLY_CREATURE_VARIATION:GIANT]
	[CV_REMOVE_TAG:CHANGE_BODY_SIZE_PERC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[GO_TO_END]
	[SELECT_CASTE:ALL]
	[CHANGE_BODY_SIZE_PERC:13400]
	
	[GO_TO_START]
	[NAME:giant guineafowl:giant guineafowls:giant guineafowl]
	[CASTE_NAME:giant guineafowl:giant guineafowls:giant guineafowl]
	[CREATURE_TILE:'G'][COLOR:0:0:1]
	[GENERAL_CHILD_NAME:giant keet:giant keets]
	
	[DESCRIPTION:A large monster in the form of a guineafowl.]
	[POPULATION_NUMBER:15:30]
	[CLUSTER_NUMBER:3:7]
	
	[PET_EXOTIC]
	[PETVALUE:500]
	[MOUNT_EXOTIC]
	
	[GO_TO_END]
	[PREFSTRING:social nature]
	[APPLY_CREATURE_VARIATION:STANDARD_WALKING_GAITS:900:750:600:439:1900:2900] 20 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	
	[SELECT_CASTE:FEMALE]
		[CASTE_NAME:giant guineahen:giant guineahens:giant guineahen]
	[SELECT_CASTE:MALE]
		[CASTE_NAME:giant guineacock:giant guineacocks:giant guineacock]

	--APPLY_CREATURE_VARIATION:LEATHER_TOUGH_FFF]

[CREATURE:SAVDOM_GIANT_BIRD_PEAFOWL_BLUE]
	[COPY_TAGS_FROM:BIRD_PEAFOWL_BLUE]
	-- Special case, as they appear in the wild
	[CV_REMOVE_TAG:COMMON_DOMESTIC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[APPLY_CREATURE_VARIATION:GIANT]
	[CV_REMOVE_TAG:CHANGE_BODY_SIZE_PERC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[GO_TO_END]
	[SELECT_CASTE:ALL]
	[CHANGE_BODY_SIZE_PERC:5000]
	
	[GO_TO_START]
	[NAME:giant blue peafowl:giant blue peafowls:giant blue peafowl]
	[CASTE_NAME:giant blue peafowl:giant blue peafowls:giant blue peafowl]
	[CREATURE_TILE:'P'][COLOR:1:0:1]
	[GENERAL_CHILD_NAME:giant blue peachick:giant blue peachicks]
	
	[DESCRIPTION:A large monster in the form of a blue peafowl.]
	[POPULATION_NUMBER:15:30]
	[CLUSTER_NUMBER:1:4]
	
	[PET_EXOTIC]
	[PETVALUE:500]
	[MOUNT_EXOTIC]
	
	[GO_TO_END]
	[PREFSTRING:coloration]
	[PREFSTRING:enormous fan tails]
	
	[APPLY_CREATURE_VARIATION:STANDARD_WALKING_GAITS:900:750:600:439:1900:2900] 20 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	
	[SELECT_CASTE:FEMALE]
		[CASTE_NAME:giant blue peahen:giant blue peahens:giant blue peahen]
	[SELECT_CASTE:MALE]
		[CASTE_NAME:giant blue peacock:giant blue peacocks:giant blue peacock]

	--APPLY_CREATURE_VARIATION:LEATHER_TOUGH_FFF]

[CREATURE:SAVDOM_GIANT_BIRD_TURKEY]
	[COPY_TAGS_FROM:BIRD_TURKEY]
	-- Special case, as they appear in the wild
	[CV_REMOVE_TAG:COMMON_DOMESTIC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[APPLY_CREATURE_VARIATION:GIANT]
	[CV_REMOVE_TAG:CHANGE_BODY_SIZE_PERC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[GO_TO_END]
	[SELECT_CASTE:ALL]
	[CHANGE_BODY_SIZE_PERC:4000]
	
	[GO_TO_START]
	[NAME:giant turkey:giant turkeys:giant turkey]
	[CASTE_NAME:giant turkey:giant turkeys:giant turkey]
	[CREATURE_TILE:'T'][COLOR:4:0:1]
	[GENERAL_CHILD_NAME:giant poult:giant poults]
	
	[DESCRIPTION:A large monster in the form of a turkey.]
	[POPULATION_NUMBER:15:30]
	[CLUSTER_NUMBER:1:4]
	
	[PET_EXOTIC]
	[PETVALUE:500]
	[MOUNT_EXOTIC]
	
	[GO_TO_END]
	[PREFSTRING:wattle]
	[PREFSTRING:snood]
	[PREFSTRING:gobble]
	
	[APPLY_CREATURE_VARIATION:STANDARD_WALKING_GAITS:900:657:438:219:1900:2900] 40 kph
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	
	[SELECT_CASTE:FEMALE]
		[CASTE_NAME:giant turkey hen:giant turkey hens:giant turkey hen]
	[SELECT_CASTE:MALE]
		[CASTE_NAME:giant turkey gobbler:giant turkey gobblers:giant turkey gobbler]

	--APPLY_CREATURE_VARIATION:LEATHER_TOUGH_FFF]

[CREATURE:SAVDOM_GIANT_RABBIT]
	[COPY_TAGS_FROM:RABBIT]
	-- Special case, as they appear in the wild
	[CV_REMOVE_TAG:COMMON_DOMESTIC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[APPLY_CREATURE_VARIATION:GIANT]
	[CV_REMOVE_TAG:CHANGE_BODY_SIZE_PERC]
	[APPLY_CURRENT_CREATURE_VARIATION]
	
	[GO_TO_END]
	[SELECT_CASTE:ALL]
	[CHANGE_BODY_SIZE_PERC:40000]
	
	[GO_TO_START]
	[NAME:giant rabbit:giant rabbits:giant rabbit]
	[CASTE_NAME:giant rabbit:giant rabbits:giant rabbit]
	[CREATURE_TILE:'R'][COLOR:6:0:0]
	[GENERAL_CHILD_NAME:giant bunny:giant bunnies]
	
	[DESCRIPTION:A large monster in the form of a rabbit.]
	[POPULATION_NUMBER:15:30]
	[CLUSTER_NUMBER:1:4]
	
	[PET_EXOTIC]
	[PETVALUE:500]
	[MOUNT_EXOTIC]
	
	[GO_TO_END]
	[PREFSTRING:ears]
	[PREFSTRING:ability to burrow]
	[APPLY_CREATURE_VARIATION:STANDARD_QUADRUPED_GAITS:900:612:408:204:1900:2900] 43 kph
	[APPLY_CREATURE_VARIATION:STANDARD_SWIMMING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	[APPLY_CREATURE_VARIATION:STANDARD_CRAWLING_GAITS:9000:8900:8825:8775:9500:9900] 1 kph, NO DATA
	
	[SELECT_CASTE:FEMALE]
		[CASTE_NAME:giant doe rabbit:giant doe rabbits:giant doe rabbit]
	[SELECT_CASTE:MALE]
		[CASTE_NAME:giant buck rabbit:giant buck rabbits:giant buck rabbit]

	--APPLY_CREATURE_VARIATION:LEATHER_TOUGH_FFF]
